ld-linux-x86-64.so.2	malloc	42	0x55c92e4ebc10	0.000084
ld-linux-x86-64.so.2	malloc	42	0x55c92e4ec100	0.000055
ld-linux-x86-64.so.2	malloc	42	0x55c92e4ec140	0.000055
ld-linux-x86-64.so.2	malloc	42	0x55c92e4ec630	0.000055
ld-linux-x86-64.so.2	malloc	41	0x55c92e4ec670	0.000054
ld-linux-x86-64.so.2	malloc	41	0x55c92e4ecb60	0.000131
ld-linux-x86-64.so.2	malloc	56	0x55c92e4ecba0	0.000063
ld-linux-x86-64.so.2	malloc	56	0x55c92e4ecbe0	0.000055
ld-linux-x86-64.so.2	malloc	216	0x55c92e4ecc20	0.000052
ld-linux-x86-64.so.2	malloc	41	0x55c92e4ecea0	0.000092
ld-linux-x86-64.so.2	malloc	41	0x55c92e4ed390	0.000063
ld-linux-x86-64.so.2	malloc	39	0x55c92e4ebbb0	0.000060
ld-linux-x86-64.so.2	malloc	39	0x55c92e4ebb80	0.000054
ld-linux-x86-64.so.2	malloc	56	0x55c92e4ed880	0.000153
ld-linux-x86-64.so.2	malloc	216	0x55c92e4ed8c0	0.000057
ld-linux-x86-64.so.2	malloc	64	0x55c92e4edac0	0.000090
ld-linux-x86-64.so.2	malloc	64	0x55c92e4edb10	0.000039
ld-linux-x86-64.so.2	malloc	64	0x55c92e4edb60	0.000039
ld-linux-x86-64.so.2	malloc	64	0x55c92e4edbb0	0.000039
ld-linux-x86-64.so.2	malloc	64	0x55c92e4edc00	0.000052
ld-linux-x86-64.so.2	malloc	37	0x55c92e4edc50	0.000041
ld-linux-x86-64.so.2	malloc	37	0x55c92e4ebbe0	0.000039
ld-linux-x86-64.so.2	malloc	200	0x55c92e4ee130	0.000039
ld-linux-x86-64.so.2	malloc	42	0x55c92e4ee2d0	0.000044
ld-linux-x86-64.so.2	malloc	42	0x55c92e4ee7c0	0.000073
ld-linux-x86-64.so.2	malloc	24	0x55c92e4ee800	0.000042
libX11.so.6	malloc	40	0x55c92e4ee2a0	0.000042
libX11.so.6	malloc	40	0x55c92e4ebb50	0.000037
libxcb.so.1	malloc	1	0x55c92e4efae0	0.000057
libX11.so.6	free	0x55c92e4efae0	void	0.000043
libxcb.so.1	malloc	1	0x55c92e4efae0	0.000127
libxcb.so.1	malloc	30	0x55c92e4ebb20	0.000076
libxcb.so.1	free	0x55c92e4ebb20	void	0.000042
libxcb.so.1	malloc	124	0x55c92e4efb00	0.000038
libXau.so.6	malloc	4	0x55c92e4f0ba0	0.000044
libXau.so.6	malloc	18	0x55c92e4f0bc0	0.000039
libXau.so.6	malloc	16	0x55c92e4f0be0	0.000037
libXau.so.6	malloc	64	0x55c92e4f0c00	0.000045
libXau.so.6	malloc	4	0x55c92e4f0c50	0.000039
libXau.so.6	malloc	18	0x55c92e4f0c70	0.000038
libXau.so.6	malloc	16	0x55c92e4f0c90	0.000038
libXau.so.6	malloc	64	0x55c92e4f0cb0	0.000040
libXau.so.6	free	0x55c92e4f0c50	void	0.000040
libXau.so.6	free	0x55c92e4f0c70	void	0.000038
libXau.so.6	free	0x55c92e4f0c90	void	0.000038
libXau.so.6	free	0x55c92e4f0cb0	void	0.000038
libxcb.so.1	malloc	18	0x55c92e4f0c90	0.000038
libxcb.so.1	free	0x55c92e4efb00	void	0.000040
libxcb.so.1	malloc	124	0x55c92e4efb00	0.000042
libxcb.so.1	malloc	16	0x55c92e4f0c70	0.000039
libxcb.so.1	free	0x55c92e4efb00	void	0.000038
libXau.so.6	free	0x55c92e4f0ba0	void	0.000038
libXau.so.6	free	0x55c92e4f0bc0	void	0.000039
libXau.so.6	free	0x55c92e4f0be0	void	0.000054
libXau.so.6	free	0x55c92e4f0c00	void	0.000039
libxcb.so.1	malloc	16	0x55c92e4f0be0	0.000039
libxcb.so.1	malloc	8	0x55c92e4f0bc0	0.000040
libxcb.so.1	realloc	0x55c92e4f0bc0|2468	0x55c92e4efb90	0.000042
libxcb.so.1	free	0x55c92e4f0c90	void	0.000038
libxcb.so.1	free	0x55c92e4f0c70	void	0.000038
libxcb.so.1	free	0x55c92e4efae0	void	0.000038
libxcb.so.1	free	0	void	0.000046
libX11.so.6	malloc	48	0x55c92e4f0540	0.000040
libX11.so.6	malloc	48	0x55c92e4f0580	0.000040
libX11.so.6	malloc	16	0x55c92e4efae0	0.000039
libX11.so.6	malloc	192	0x55c92e4f05c0	0.000038
libX11.so.6	malloc	48	0x55c92e4f0690	0.000044
libX11.so.6	malloc	40	0x55c92e4ebb20	0.000038
libX11.so.6	malloc	48	0x55c92e4f06d0	0.000038
libX11.so.6	malloc	40	0x55c92e4ebaf0	0.000037
libX11.so.6	malloc	21	0x55c92e4f0c70	0.000041
libxcb.so.1	realloc	0|32	0x55c92e4ebac0	0.000040
libxcb.so.1	malloc	32	0x55c92e4eba90	0.000043
libxcb.so.1	malloc	32	0x55c92e4f0b60	0.000042
libxcb.so.1	malloc	16	0x55c92e4f0c90	0.000038
libxcb.so.1	free	0x55c92e4f0c90	void	0.000039
libxcb.so.1	malloc	32	0x55c92e4fb230	0.000041
libxcb.so.1	free	0x55c92e4eba90	void	0.000040
libxcb.so.1	malloc	32	0x55c92e4eba90	0.000039
libxcb.so.1	malloc	16	0x55c92e4f0c90	0.000041
libxcb.so.1	free	0x55c92e4f0c90	void	0.000038
libxcb.so.1	free	0x55c92e4eba90	void	0.000037
libX11.so.6	malloc	160	0x55c92e4fb260	0.000041
libX11.so.6	malloc	24	0x55c92e4f0c90	0.000042
libxcb.so.1	free	0x55c92e4fb230	void	0.000046
libxcb.so.1	malloc	184	0x55c92e4fb310	0.000053
libxcb.so.1	malloc	16	0x55c92e4f0bc0	0.000045
libxcb.so.1	free	0x55c92e4f0bc0	void	0.000039
libX11.so.6	malloc	150	0x55c92e4fb3d0	0.000040
libX11.so.6	free	0x55c92e4fb310	void	0.000039
libX11.so.6	malloc	24	0x55c92e4f0bc0	0.000038
libxcb.so.1	malloc	32	0x55c92e4fb230	0.000040
libxcb.so.1	malloc	16	0x55c92e4f0ba0	0.000039
libX11.so.6	free	0x55c92e4f0c90	void	0.000043
libxcb.so.1	free	0x55c92e4f0ba0	void	0.000041
libX11.so.6	free	0x55c92e4fb230	void	0.000039
libX11.so.6	malloc	24	0x55c92e4f0c90	0.000038
libxcb.so.1	malloc	32	0x55c92e4fb230	0.000041
libxcb.so.1	malloc	16	0x55c92e4f0c50	0.000039
libX11.so.6	free	0x55c92e4f0bc0	void	0.000038
libxcb.so.1	free	0x55c92e4f0c50	void	0.000038
libX11.so.6	free	0x55c92e4fb230	void	0.000045
libX11.so.6	malloc	24	0x55c92e4f0c50	0.000050
libxcb.so.1	malloc	32	0x55c92e4fd540	0.000042
libxcb.so.1	malloc	16	0x55c92e4f0bc0	0.000039
libX11.so.6	free	0x55c92e4f0c90	void	0.000041
libxcb.so.1	free	0x55c92e4f0bc0	void	0.000039
libX11.so.6	free	0x55c92e4fd540	void	0.000039
libX11.so.6	malloc	33	0x55c92e4fd540	0.000040
libX11.so.6	malloc	24	0x55c92e4f0bc0	0.000047
libxcb.so.1	malloc	32	0x55c92e4fd570	0.000043
libxcb.so.1	malloc	16	0x55c92e4f0c90	0.000041
libX11.so.6	free	0x55c92e4f0c50	void	0.000075
libxcb.so.1	free	0x55c92e4f0c90	void	0.000040
libX11.so.6	free	0x55c92e4fd570	void	0.000058
libXext.so.6	malloc	24	0x55c92e4f0c90	0.000043
libX11.so.6	malloc	24	0x55c92e4f0c50	0.000058
libxcb.so.1	malloc	32	0x55c92e4fd570	0.000058
libxcb.so.1	malloc	16	0x55c92e4fd5a0	0.000056
libX11.so.6	free	0x55c92e4f0bc0	void	0.000040
libxcb.so.1	free	0x55c92e4fd5a0	void	0.000040
libX11.so.6	free	0x55c92e4fd570	void	0.000090
libX11.so.6	malloc	24	0x55c92e4fd5a0	0.000041
libxcb.so.1	malloc	32	0x55c92e4fd570	0.000073
libxcb.so.1	malloc	16	0x55c92e4f0bc0	0.000057
libX11.so.6	free	0x55c92e4f0c50	void	0.000040
libxcb.so.1	free	0x55c92e4f0bc0	void	0.000040
libX11.so.6	free	0x55c92e4fd570	void	0.000040
libXi.so.6	malloc	8	0x55c92e4f0bc0	0.000059
libX11.so.6	free	0x55c92e4f0bc0	void	0.000058
libXext.so.6	malloc	32	0x55c92e4fd570	0.000040
libX11.so.6	malloc	24	0x55c92e4f0bc0	0.000058
libxcb.so.1	malloc	32	0x55c92e4fd5c0	0.000041
libxcb.so.1	malloc	16	0x55c92e4f0c50	0.000040
libX11.so.6	free	0x55c92e4fd5a0	void	0.000042
libxcb.so.1	free	0x55c92e4f0c50	void	0.000041
libX11.so.6	free	0x55c92e4fd5c0	void	0.000041
libXext.so.6	malloc	24	0x55c92e4fd5a0	0.000041
libXext.so.6	malloc	32	0x55c92e4fd5c0	0.000040
libX11.so.6	malloc	24	0x55c92e4fd680	0.000041
libxcb.so.1	malloc	32	0x55c92e4fd6a0	0.000042
libxcb.so.1	malloc	16	0x55c92e4fd6d0	0.000041
libX11.so.6	free	0x55c92e4f0bc0	void	0.000041
libxcb.so.1	free	0x55c92e4fd6d0	void	0.000041
libX11.so.6	free	0x55c92e4fd6a0	void	0.000057
libXext.so.6	malloc	208	0x55c92e4fd780	0.000040
libX11.so.6	malloc	24	0x55c92e4f0bc0	0.000041
libxcb.so.1	malloc	32	0x55c92e4fd6a0	0.000075
libxcb.so.1	malloc	16	0x55c92e4fd860	0.000040
libX11.so.6	free	0x55c92e4fd680	void	0.000041
libxcb.so.1	free	0x55c92e4fd860	void	0.000041
libX11.so.6	free	0x55c92e4fd6a0	void	0.000040
libXext.so.6	malloc	8	0x55c92e4fd860	0.000042
libXext.so.6	malloc	24	0x55c92e4fd680	0.000041
libXi.so.6	malloc	200	0x55c92e4fd880	0.000042
libX11.so.6	malloc	24	0x55c92e4fd950	0.000054
libxcb.so.1	malloc	32	0x55c92e4fd6a0	0.000059
libxcb.so.1	malloc	16	0x55c92e4fd970	0.000041
libX11.so.6	free	0x55c92e4f0bc0	void	0.000041
libxcb.so.1	free	0x55c92e4fd970	void	0.000042
libX11.so.6	free	0x55c92e4fd6a0	void	0.000040
libXi.so.6	malloc	8	0x55c92e4fd970	0.000040
libX11.so.6	malloc	24	0x55c92e4f0bc0	0.000057
libxcb.so.1	malloc	32	0x55c92e4fd6a0	0.000040
libxcb.so.1	malloc	16	0x55c92e4fd990	0.000040
libX11.so.6	free	0x55c92e4fd950	void	0.000041
libxcb.so.1	free	0x55c92e4fd990	void	0.000040
libX11.so.6	free	0x55c92e4fd6a0	void	0.000041
libXi.so.6	free	0x55c92e4fd9e0	void	0.000042
libX11.so.6	malloc	24	0x55c92e4fd9e0	0.000050
libxcb.so.1	malloc	9048	0x55c92e4fda00	0.000087
libxcb.so.1	malloc	16	0x55c92e4fd950	0.000112
libX11.so.6	free	0x55c92e4f0bc0	void	0.000039
libxcb.so.1	free	0x55c92e4fd950	void	0.000038
libXi.so.6	malloc	480	0x55c92e4ffd60	0.000039
libXi.so.6	malloc	9016	0x55c92e4fff50	0.000041
libX11.so.6	free	0x55c92e4fda00	void	0.000038
libXi.so.6	malloc	480	0x55c92e4fda20	0.000038
libXi.so.6	malloc	1024	0x55c92e4e8510	0.000038
libXi.so.6	malloc	272	0x55c92e4fdc60	0.000038
libXi.so.6	malloc	1024	0x55c92e4fddb0	0.000038
libXi.so.6	malloc	1024	0x55c92e4fe1e0	0.000037
libXi.so.6	malloc	1024	0x55c92e4fe610	0.000039
libXi.so.6	malloc	1024	0x55c92e4fea40	0.000038
libXi.so.6	malloc	1024	0x55c92e4fee70	0.000038
libXi.so.6	malloc	1024	0x55c92e4ff2a0	0.000039
libXi.so.6	malloc	1024	0x55c92e4ff6d0	0.000038
libXi.so.6	malloc	456	0x55c92e4ffb10	0.000037
libXi.so.6	free	0x55c92e4fff50	void	0.000038
libXi.so.6	free	0x55c92e4ffce0	void	0.000037
libXi.so.6	free	0x55c92e4ffd30	void	0.000038
libXi.so.6	free	0x55c92e500130	void	0.000038
libXi.so.6	free	0x55c92e500150	void	0.000037
libXi.so.6	free	0x55c92e500170	void	0.000040
libXi.so.6	free	0x55c92e500190	void	0.000067
libXi.so.6	free	0x55c92e500560	void	0.000059
libXi.so.6	free	0x55c92e500580	void	0.000054
libXi.so.6	free	0x55c92e5005a0	void	0.000063
libXi.so.6	free	0x55c92e4fda20	void	0.000045
libXi.so.6	free	0x55c92e4fda00	void	0.000054
libXi.so.6	free	0x55c92e4e8510	void	0.000042
libXi.so.6	free	0x55c92e4fdc10	void	0.000123
libXi.so.6	free	0x55c92e4fdc60	void	0.000047
libXi.so.6	free	0x55c92e4fdc30	void	0.000041
libXi.so.6	free	0x55c92e4fddb0	void	0.000039
libXi.so.6	free	0x55c92e4fdd80	void	0.000038
libXi.so.6	free	0x55c92e4fe1e0	void	0.000038
libXi.so.6	free	0x55c92e4fe1c0	void	0.000038
libXi.so.6	free	0x55c92e4fe610	void	0.000038
libXi.so.6	free	0x55c92e4fe5f0	void	0.000038
libXi.so.6	free	0x55c92e4fea40	void	0.000038
libXi.so.6	free	0x55c92e4fea20	void	0.000043
libXi.so.6	free	0x55c92e4fee70	void	0.000039
libXi.so.6	free	0x55c92e4fee50	void	0.000040
libXi.so.6	free	0x55c92e4ff2a0	void	0.000038
libXi.so.6	free	0x55c92e4ff280	void	0.000039
libXi.so.6	free	0x55c92e4ff6d0	void	0.000039
libXi.so.6	free	0x55c92e4ff6b0	void	0.000038
libXi.so.6	free	0x55c92e4ffb10	void	0.000038
libXi.so.6	free	0x55c92e4ffae0	void	0.000038
libXi.so.6	free	0x55c92e4ffd60	void	0.000039
ld-linux-x86-64.so.2	malloc	37	0x55c92e4ffae0	0.000039
ld-linux-x86-64.so.2	malloc	37	0x55c92e4fdd80	0.000046
ld-linux-x86-64.so.2	malloc	38	0x55c92e4fdc30	0.000054
ld-linux-x86-64.so.2	malloc	38	0x55c92e4ff6b0	0.000050
ld-linux-x86-64.so.2	malloc	45	0x55c92e4ff6e0	0.000058
ld-linux-x86-64.so.2	malloc	45	0x55c92e4ff720	0.000054
ld-linux-x86-64.so.2	malloc	104	0x55c92e4ff760	0.000052
ld-linux-x86-64.so.2	malloc	56	0x55c92e4ff7d0	0.000050
ld-linux-x86-64.so.2	malloc	216	0x55c92e4ff810	0.000049
libGLdispatch.so.0	malloc	80	0x55c92e4ffa80	0.000055
libGLX.so.0	realloc	0|1024	0x55c92e4ff2a0	0.000041
libGLdispatch.so.0	malloc	80	0x55c92e5019b0	0.000064
ld-linux-x86-64.so.2	malloc	38	0x55c92e501a90	0.000043
ld-linux-x86-64.so.2	malloc	38	0x55c92e501a60	0.000060
ld-linux-x86-64.so.2	malloc	104	0x55c92e501f70	0.000040
ld-linux-x86-64.so.2	malloc	81	0x55c92e5027e0	0.000085
libdl.so.2	free	0x55c92e5027e0	void	0.000040
libX11.so.6	malloc	24	0x55c92e502760	0.000044
libxcb.so.1	malloc	32	0x55c92e5027b0	0.000093
libxcb.so.1	malloc	16	0x55c92e502940	0.000040
libX11.so.6	free	0x55c92e4fd9e0	void	0.000056
libxcb.so.1	free	0x55c92e502940	void	0.000053
libX11.so.6	free	0x55c92e5027b0	void	0.000041
libX11.so.6	malloc	24	0x55c92e502940	0.000040
libxcb.so.1	malloc	624	0x55c92e502960	0.000041
libxcb.so.1	malloc	16	0x55c92e4fd9e0	0.000039
libX11.so.6	free	0x55c92e502760	void	0.000041
libxcb.so.1	free	0x55c92e4fd9e0	void	0.000038
libGLX.so.0	malloc	592	0x55c92e502be0	0.000039
libX11.so.6	free	0x55c92e502960	void	0.000039
libGLX.so.0	free	0x55c92e502be0	void	0.000039
libGLX.so.0	malloc	64	0x55c92e4f0c00	0.000040
libX11.so.6	malloc	24	0x55c92e4fd9e0	0.000054
libxcb.so.1	malloc	32	0x55c92e5027b0	0.000089
libxcb.so.1	malloc	16	0x55c92e502760	0.000038
libX11.so.6	free	0x55c92e502940	void	0.000106
libxcb.so.1	free	0x55c92e502760	void	0.000088
libX11.so.6	free	0x55c92e5027b0	void	0.000042
libX11.so.6	malloc	24	0x55c92e502760	0.000057
libxcb.so.1	malloc	40	0x55c92e5027b0	0.000055
libxcb.so.1	malloc	16	0x55c92e502940	0.000041
libX11.so.6	free	0x55c92e4fd9e0	void	0.000054
libxcb.so.1	free	0x55c92e502940	void	0.000039
libGLX.so.0	malloc	8	0x55c92e502940	0.000040
libX11.so.6	free	0x55c92e5027b0	void	0.000040
libGLX.so.0	malloc	256	0x55c92e5032e0	0.000040
ld-linux-x86-64.so.2	malloc	43	0x55c92e5033f0	0.000052
ld-linux-x86-64.so.2	malloc	43	0x55c92e5038e0	0.000039
ld-linux-x86-64.so.2	malloc	40	0x55c92e5027b0	0.000041
ld-linux-x86-64.so.2	malloc	40	0x55c92e502780	0.000042
ld-linux-x86-64.so.2	malloc	38	0x55c92e503dd0	0.000039
ld-linux-x86-64.so.2	malloc	38	0x55c92e5042b0	0.000040
ld-linux-x86-64.so.2	malloc	42	0x55c92e5042e0	0.000046
ld-linux-x86-64.so.2	malloc	42	0x55c92e5047d0	0.000041
ld-linux-x86-64.so.2	malloc	43	0x55c92e504810	0.000039
ld-linux-x86-64.so.2	malloc	43	0x55c92e504d00	0.000039
ld-linux-x86-64.so.2	malloc	42	0x55c92e504d40	0.000043
ld-linux-x86-64.so.2	malloc	42	0x55c92e505230	0.000039
ld-linux-x86-64.so.2	malloc	42	0x55c92e505270	0.000045
ld-linux-x86-64.so.2	malloc	42	0x55c92e505760	0.000039
ld-linux-x86-64.so.2	malloc	43	0x55c92e5057a0	0.000040
ld-linux-x86-64.so.2	malloc	43	0x55c92e505c90	0.000038
ld-linux-x86-64.so.2	malloc	46	0x55c92e505cd0	0.000041
ld-linux-x86-64.so.2	malloc	46	0x55c92e5061c0	0.000039
ld-linux-x86-64.so.2	malloc	43	0x55c92e506200	0.000040
ld-linux-x86-64.so.2	malloc	43	0x55c92e5066f0	0.000039
ld-linux-x86-64.so.2	malloc	44	0x55c92e506730	0.000041
ld-linux-x86-64.so.2	malloc	44	0x55c92e506c20	0.000040
ld-linux-x86-64.so.2	malloc	36	0x55c92e506c60	0.000038
ld-linux-x86-64.so.2	malloc	36	0x55c92e507140	0.000039
ld-linux-x86-64.so.2	malloc	56	0x55c92e507170	0.000049
ld-linux-x86-64.so.2	malloc	56	0x55c92e5071b0	0.000039
ld-linux-x86-64.so.2	malloc	56	0x55c92e5071f0	0.000038
ld-linux-x86-64.so.2	malloc	56	0x55c92e507230	0.000040
ld-linux-x86-64.so.2	malloc	56	0x55c92e507270	0.000042
ld-linux-x86-64.so.2	malloc	72	0x55c92e4f0cb0	0.000040
ld-linux-x86-64.so.2	malloc	56	0x55c92e5072b0	0.000038
ld-linux-x86-64.so.2	malloc	56	0x55c92e5072f0	0.000038
ld-linux-x86-64.so.2	malloc	56	0x55c92e507330	0.000040
ld-linux-x86-64.so.2	malloc	40	0x55c92e507370	0.000039
ld-linux-x86-64.so.2	malloc	40	0x55c92e5073a0	0.000038
ld-linux-x86-64.so.2	malloc	424	0x55c92e5073d0	0.000042
ld-linux-x86-64.so.2	malloc	64	0x55c92e507cb0	0.000043
libGLX.so.0	free	0x55c92e5032e0	void	0.000052
libGLX.so.0	malloc	64	0x55c92e507d40	0.000081
libGLX.so.0	malloc	64	0x55c92e507d90	0.000071
libGLX.so.0	free	0x55c92e502940	void	0.000038
libX11.so.6	malloc	24	0x55c92e502940	0.000073
libxcb.so.1	malloc	32	0x55c92e508070	0.000060
libxcb.so.1	malloc	16	0x55c92e4fd9e0	0.000056
libX11.so.6	free	0x55c92e502760	void	0.000058
libxcb.so.1	free	0x55c92e4fd9e0	void	0.000054
libX11.so.6	free	0x55c92e508070	void	0.000089
libxcb.so.1	malloc	32	0x55c92e508070	0.000053
libxcb.so.1	malloc	32	0x55c92e508130	0.000055
libxcb.so.1	malloc	16	0x55c92e502760	0.000049
libxcb.so.1	free	0x55c92e502760	void	0.000085
libxcb.so.1	malloc	32	0x55c92e508160	0.000056
libxcb.so.1	free	0x55c92e508070	void	0.000054
libxcb.so.1	malloc	32	0x55c92e508070	0.000071
libxcb.so.1	malloc	16	0x55c92e502760	0.000052
libxcb.so.1	free	0x55c92e502760	void	0.000052
libGLX_mesa.so.0	free	0x55c92e508070	void	0.000076
libGLX_mesa.so.0	malloc	4144	0x55c92e508190	0.000071
libGLX_mesa.so.0	malloc	4144	0x55c92e5091d0	0.000089
libxcb.so.1	realloc	0x55c92e4ebac0|96	0x55c92e50a210	0.000078
libxcb.so.1	malloc	32	0x55c92e4ebac0	0.000095
libxcb.so.1	malloc	32	0x55c92e508070	0.000097
libxcb.so.1	free	0x55c92e508160	void	0.000059
libxcb.so.1	malloc	32	0x55c92e508160	0.000058
libxcb.so.1	malloc	16	0x55c92e502760	0.000059
libxcb.so.1	malloc	24	0x55c92e50a280	0.000055
libxcb.so.1	free	0x55c92e4ebac0	void	0.000085
libxcb.so.1	malloc	32	0x55c92e4ebac0	0.000055
libxcb.so.1	malloc	16	0x55c92e50a2a0	0.000059
libxcb.so.1	free	0x55c92e50a280	void	0.000094
libxcb.so.1	free	0x55c92e502760	void	0.000053
libxcb.so.1	free	0x55c92e50a2a0	void	0.000139
libxcb.so.1	malloc	32	0x55c92e50a2c0	0.000151
libxcb.so.1	malloc	32	0x55c92e50a2f0	0.000055
libGLX_mesa.so.0	malloc	48	0x55c92e50a320	0.000057
libxcb.so.1	free	0x55c92e508070	void	0.000056
libxcb.so.1	malloc	32	0x55c92e508070	0.000053
libxcb.so.1	malloc	16	0x55c92e50a2a0	0.000054
libxcb.so.1	malloc	24	0x55c92e502760	0.000057
libxcb.so.1	free	0x55c92e50a2c0	void	0.000054
libxcb.so.1	malloc	32	0x55c92e50a2c0	0.000054
libxcb.so.1	malloc	16	0x55c92e50a280	0.000055
libxcb.so.1	free	0x55c92e502760	void	0.000053
libxcb.so.1	free	0x55c92e50a2a0	void	0.000055
libGLX_mesa.so.0	free	0x55c92e508070	void	0.000054
libxcb.so.1	free	0x55c92e50a280	void	0.000053
libGLX_mesa.so.0	free	0x55c92e50a2c0	void	0.000056
libXext.so.6	malloc	32	0x55c92e50a2c0	0.000054
libX11.so.6	free	0x55c92e502940	void	0.000055
libX11.so.6	malloc	24	0x55c92e502940	0.000055
libxcb.so.1	free	0x55c92e50a2f0	void	0.000055
libxcb.so.1	malloc	32	0x55c92e50a2f0	0.000053
libxcb.so.1	malloc	16	0x55c92e50a280	0.000050
libxcb.so.1	free	0x55c92e50a280	void	0.000052
libX11.so.6	free	0x55c92e50a2f0	void	0.000054
libXext.so.6	malloc	24	0x55c92e50a2a0	0.000059
libGLX_mesa.so.0	malloc	88	0x55c92e5027e0	0.000056
libX11.so.6	malloc	24	0x55c92e502760	0.000055
libxcb.so.1	malloc	32	0x55c92e50a2f0	0.000055
libxcb.so.1	malloc	16	0x55c92e50a3f0	0.000053
libX11.so.6	free	0x55c92e502940	void	0.000074
libxcb.so.1	free	0x55c92e50a3f0	void	0.000053
libX11.so.6	free	0x55c92e50a2f0	void	0.000072
libGLX_mesa.so.0	malloc	4144	0x55c92e50a410	0.000060
libXext.so.6	malloc	32	0x55c92e50a2f0	0.000055
libX11.so.6	malloc	24	0x55c92e50a3f0	0.000055
libxcb.so.1	malloc	32	0x55c92e508070	0.000061
libxcb.so.1	malloc	16	0x55c92e502940	0.000055
libX11.so.6	free	0x55c92e502760	void	0.000054
libxcb.so.1	free	0x55c92e502940	void	0.000059
libX11.so.6	free	0x55c92e508070	void	0.000059
libGLX_mesa.so.0	malloc	16	0x55c92e502940	0.000057
libGLX_mesa.so.0	malloc	8	0x55c92e502760	0.000056
libxcb.so.1	malloc	32	0x55c92e508070	0.000056
libxcb.so.1	malloc	36	0x55c92e50b4e0	0.000060
libxcb.so.1	malloc	16	0x55c92e50b510	0.000054
libxcb.so.1	free	0x55c92e50b510	void	0.000054
libGLX_mesa.so.0	malloc	4	0x55c92e50b510	0.000057
libGLX_mesa.so.0	free	0x55c92e50b4e0	void	0.000054
libX11.so.6	free	0x55c92e50a3f0	void	0.000057
libX11.so.6	malloc	24	0x55c92e50a3f0	0.000055
libxcb.so.1	free	0x55c92e508070	void	0.000057
libxcb.so.1	malloc	15072	0x55c92e50b680	0.000058
libxcb.so.1	malloc	16	0x55c92e50f170	0.000056
libxcb.so.1	free	0x55c92e50f170	void	0.000054
libGLX_mesa.so.0	malloc	216	0x55c92e50f190	0.000062
libGLX_mesa.so.0	malloc	216	0x55c92e50f270	0.000055
libGLX_mesa.so.0	malloc	216	0x55c92e50f350	0.000056
libGLX_mesa.so.0	malloc	216	0x55c92e50f430	0.000052
libGLX_mesa.so.0	malloc	216	0x55c92e50f510	0.000053
libGLX_mesa.so.0	malloc	216	0x55c92e50f5f0	0.000059
libGLX_mesa.so.0	malloc	216	0x55c92e50f6d0	0.000053
libGLX_mesa.so.0	malloc	216	0x55c92e50f7b0	0.000053
libGLX_mesa.so.0	malloc	216	0x55c92e50f890	0.000054
libGLX_mesa.so.0	malloc	216	0x55c92e50f970	0.000049
libGLX_mesa.so.0	malloc	216	0x55c92e50fa50	0.000055
libGLX_mesa.so.0	malloc	216	0x55c92e50fb30	0.000054
libGLX_mesa.so.0	malloc	216	0x55c92e50fc10	0.000053
libGLX_mesa.so.0	malloc	216	0x55c92e50fcf0	0.000056
libGLX_mesa.so.0	malloc	216	0x55c92e50fdd0	0.000056
libGLX_mesa.so.0	malloc	216	0x55c92e50feb0	0.000058
libGLX_mesa.so.0	malloc	216	0x55c92e50ff90	0.000061
libGLX_mesa.so.0	malloc	216	0x55c92e510070	0.000056
libGLX_mesa.so.0	malloc	216	0x55c92e510150	0.000053
